player_id,name,so,pa
500743,Miguel Rojas,26,243
502054,Tommy Pham,10,26
502671,Paul Goldschmidt,85,370
514888,Jose Altuve,107,545
518595,Travis d'Arnaud,24,80
518692,Freddie Freeman,110,637
521692,Salvador Perez,116,604
543510,James McCann,39,152
543760,Marcus Semien,100,527
543807,George Springer,92,506
543877,Christian Vázquez,52,262
545121,Ildemaro Vargas,47,477
545341,Randal Grichuk,59,262
545361,Mike Trout,159,610
547180,Bryce Harper,144,667
553869,Elias Díaz,57,230
553993,Eugenio Suárez,161,478
571448,Nolan Arenado,115,572
571657,Kyle Farmer,4,17
571771,Enrique Hernández,27,87
571912,Luke Maile,14,45
571970,Max Muncy,136,543
572233,Christian Walker,142,608
573262,Mike Yastrzemski,94,390
575929,Willson Contreras,134,533
592518,Manny Machado,138,653
592626,Joc Pederson,102,432
592663,J.T. Realmuto,96,446
592885,Christian Yelich,129,482
593428,Xander Bogaerts,106,589
595879,Javier Báez,39,188
595978,Austin Hedges,43,236
596019,Francisco Lindor,90,440
596115,Trevor Story,79,252
596117,Garrett Stubbs,14,63
596142,Gary Sánchez,55,264
605137,Josh Bell,122,610
605141,Mookie Betts,54,502
605170,Victor Caratini,77,375
606192,Teoscar Hernández,127,469
606466,Ketel Marte,86,597
607043,Brandon Nimmo,142,631
607208,Trea Turner,142,673
608070,José Ramírez,67,520
608324,Alex Bregman,101,693
608348,Carson Kelly,66,413
608369,Corey Seager,94,411
620443,Luis Torrens,56,270
621020,Dansby Swanson,107,466
621438,Tyrone Taylor,40,234
621493,Taylor Ward,130,604
621566,Matt Olson,169,675
622268,Donovan Walton,42,251
622761,Jorge Mateo,64,207
623168,Tyler Heineman,29,194
624413,Pete Alonso,164,682
624424,Michael Conforto,79,295
624428,Adam Frazier,39,147
624431,Jose Trevino,29,152
624641,Edmundo Sosa,51,242
630105,Jake Cronenworth,90,403
640459,Brian Navarreto,19,55
640902,Jhonny Pereda,17,93
641343,Jake Bauers,143,552
641355,Cody Bellinger,86,546
641487,J.P. Crawford,93,467
641680,Jonah Heim,69,373
641857,Ryan McMahon,102,350
642086,Dominic Smith,46,293
642215,Weston Wilson,53,173
642350,Jose Siri,78,235
642708,Amed Rosario,56,236
643217,Andrew Benintendi,106,452
643289,Mauricio Dubón,72,598
643376,Danny Jansen,52,206
643396,Isiah Kiner-Falefa,23,169
643446,Jeff McNeil,56,497
645277,Ozzie Albies,97,661
645302,Victor Robles,22,149
645305,Ali Sánchez,24,81
647304,Josh Naylor,77,624
650333,Luis Arraez,28,644
650402,Gleyber Torres,79,415
650490,Yandy Díaz,96,664
650559,Bryan De La Cruz,16,74
650968,Yohel Pozo,6,55
655316,Andruw Monasterio,64,329
656537,Derek Hill,68,212
656716,Zach McKinstry,68,416
656775,Cedric Mullins,93,483
656811,Ryan O'Hearn,93,429
656941,Kyle Schwarber,216,674
656976,Pavin Smith,22,106
657136,Connor Wong,57,233
660670,Ronald Acuña Jr.,101,454
660688,Keibert Ruiz,36,344
660821,Jesús Sánchez,73,312
661388,William Contreras,90,620
661531,Brian Serven,20,80
662139,Daulton Varsho,107,526
663330,Jahmai Jones,53,168
663457,Lars Nootbaar,64,311
663494,Bryan Torres,36,180
663538,Nico Hoerner,56,666
663586,Austin Riley,193,606
663647,Ke'Bryan Hayes,48,235
663656,Kyle Tucker,102,602
663728,Cal Raleigh,160,507
663743,Nick Fortes,40,309
663886,Tyler Stephenson,123,455
663968,Jake Mangum,87,462
663993,Nathaniel Lowe,98,415
664023,Ian Happ,183,612
664034,Ty France,100,474
664040,Brandon Lowe,184,635
664702,Myles Straw,41,318
664728,Kyle Isbel,69,308
664761,Alec Bohm,85,605
664770,Nathan Lukes,63,433
664774,LaMonte Wade Jr.,35,143
664954,Brett Sullivan,38,230
664983,Jake McCarthy,90,572
665019,Kody Clemens,126,565
665052,Griffin Conine,90,300
665161,Jeremy Peña,109,456
665487,Fernando Tatis Jr.,126,683
665489,Vladimir Guerrero Jr.,78,596
665506,Cristian Pache,4,8
665561,Rafael Marchán,15,95
665742,Juan Soto,64,453
665750,Leody Taveras,124,474
665804,Miguel Amaya,64,243
665828,Oswaldo Cabrera,6,14
665833,Oneil Cruz,136,406
665877,José Fermín,46,358
665923,Esteury Ruiz,74,237
665926,Andrés Giménez,92,496
665953,Andrés Chaparro,48,213
665966,Carlos Narváez,90,277
666018,Jonathan Aranda,154,648
666023,Freddy Fermin,55,260
666126,Carlos Cortes,60,366
666139,Josh Lowe,98,328
666152,David Hamilton,83,370
666160,Mickey Moniak,117,426
666176,Jo Adell,154,633
666182,Bo Bichette,123,667
666211,Taylor Trammell,85,273
666310,Bo Naylor,24,98
666624,Christopher Morel,34,101
667472,Dane Myers,79,326
668227,Randy Arozarena,137,643
668670,Jake Rogers,51,171
668709,JJ Bleday,116,524
668723,Ryan Vilade,61,258
668800,Andrew Knizner,13,70
668804,Bryan Reynolds,158,680
668885,Austin Martin,66,353
668901,Mark Vientos,67,281
668904,Royce Lewis,123,490
668930,Brice Turang,164,654
668939,Adley Rutschman,64,391
668942,Josh Rojas,16,108
668952,Ryan Kreidler,59,260
669003,Garrett Mitchell,159,507
669016,Brandon Marsh,138,551
669065,Kyle Stowers,159,501
669127,Shea Langeliers,102,441
669134,Luis Campusano,52,237
669221,Sean Murphy,32,104
669224,Austin Wells,101,378
669236,Jeremiah Jackson,63,277
669242,Tommy Edman,63,311
669257,Will Smith,41,260
669326,Bryce Teodosio,19,55
669357,Nolan Gorman,93,292
669364,Xavier Edwards,83,595
669392,Samad Taylor,40,159
669394,Jake Burger,160,596
669397,Nick Allen,31,157
669701,Josh Smith,53,230
669707,Jared Triolo,69,354
669720,Austin Hays,25,94
669743,Alex Call,35,192
670032,Nicky Lopez,42,258
670231,John Rave,35,145
670541,Yordan Alvarez,115,663
670623,Isaac Paredes,85,631
670764,Taylor Walls,101,420
671056,Iván Herrera,127,692
671218,Heliot Ramos,113,417
671277,Luis García Jr.,93,527
671732,Lawrence Butler,135,512
671739,Michael Harris II,117,600
671976,Tristan Peters,87,472
672016,Denzel Clarke,28,80
672275,Patrick Bailey,87,331
672356,Gabriel Arias,60,147
672386,Alejandro Kirk,36,299
672515,Gabriel Moreno,78,526
672580,Maikel Garcia,50,326
672640,Otto Lopez,87,664
672695,Geraldo Perdomo,82,651
672724,Oswald Peraza,108,365
672960,Kazuma Okamoto,178,617
673237,Yainer Diaz,52,333
673490,Ha-Seong Kim,35,132
673548,Seiya Suzuki,149,611
673962,Josh Jung,78,431
675961,Alika Williams,50,223
676356,Jonny DeLuca,70,341
676369,Nelson Velázquez,37,109
676391,Ernie Clement,56,604
676439,Hunter Feduccia,59,241
676475,Alec Burleson,115,651
676480,José Barrero,2,2
676551,Brewer Hicklen,15,38
676609,José Caballero,105,442
676914,Davis Schneider,49,144
677587,Brayan Rocchio,82,572
677588,José Tena,89,287
677594,Julio Rodríguez,141,631
677595,Ronny Mauricio,19,54
677649,Ezequiel Duran,135,574
677800,Wilyer Abreu,135,657
677943,Will Banfield,4,15
677951,Bobby Witt Jr.,105,607
677956,Rece Hinds,27,66
678218,Brandon Valenzuela,68,264
678246,Miguel Vargas,122,680
678391,Jorbit Vivas,53,355
678545,Osleivis Basabe,28,140
678662,Ezequiel Tovar,125,487
679529,Spencer Torkelson,186,594
679822,Justin Foscue,60,238
679845,Nick Loftin,71,418
680474,Max Schuemann,21,87
680574,Matt McLain,133,477
680577,DaShawn Keirsey Jr.,0,1
680664,Eduardo Valencia,27,119
680700,Richie Palacios,65,381
680757,Steven Kwan,60,613
680776,Jarren Duran,163,592
680777,Ryan Jeffers,63,357
680779,Henry Davis,60,291
680869,Zack Gelof,102,410
681047,Christian Franklin,12,46
681082,Bryson Stott,99,584
681198,TJ Rumfield,85,613
681297,Colton Cowser,119,380
681393,Connor Norby,105,367
681508,Mickey Gasper,35,217
681624,Andy Pages,107,550
681715,Heriberto Hernández,130,479
681807,David Fry,57,198
681987,Nate Eaton,14,55
682177,Daniel Schneemann,84,282
682626,Francisco Alvarez,124,403
682657,Angel Martínez,88,393
682663,Agustín Ramírez,57,232
682668,Luisangel Acuña,42,217
682674,Victor Bericoto,27,97
682829,Elly De La Cruz,167,609
682877,Juan Brito,23,99
682927,Ronny Simon,7,52
682928,CJ Abrams,154,634
682985,Riley Greene,153,574
682987,Spencer Jones,98,269
682998,Corbin Carroll,147,646
683002,Gunnar Henderson,151,690
683011,Anthony Volpe,49,231
683021,Michael Stefanic,6,25
683083,Nasim Nuñez,97,481
683146,Brett Baty,122,457
683227,Cody Freeman,14,93
683734,Andrew Vaughn,53,331
683737,Michael Busch,159,685
683748,Victor Mesa Jr.,49,241
683766,Christian Koss,49,203
683953,Travis Bazzana,99,494
685133,Wade Meckler,60,312
686217,Sal Frelick,38,372
686469,Vinnie Pasquantino,72,455
686475,Tyler Tolbert,29,143
686527,Dominic Canzone,107,505
686555,Isaac Collins,114,504
686611,Dylan Crews,102,423
686668,Brenton Doyle,70,210
686681,Michael Massey,72,430
686765,Nick Sogard,51,252
686780,Pedro Pagés,55,206
686797,Brooks Lee,98,609
686948,Drake Baldwin,129,592
687093,Vaughn Grissom,83,446
687263,Zach Neto,209,675
687363,Victor Scott II,45,192
687401,Joey Ortiz,78,403
687462,Spencer Horwitz,69,433
687529,Grant McCray,27,89
687551,Drew Gilbert,69,384
687597,Jordan Beck,50,168
687637,Dylan Beavers,92,344
687749,Jase Bowen,37,97
687859,Troy Johnston,80,438
687952,Christian Encarnacion-Strand,54,201
687957,Dustin Harris,17,126
688363,Graham Pauley,35,146
689414,Liam Hicks,52,532
690291,Jace Jung,2,9
690924,Braxton Fulford,33,83
690976,Alex Freeland,74,269
690984,Petey Halpin,34,185
691002,Yohandy Morales,11,36
691019,Kyle Teel,45,121
691023,Jordan Walker,167,644
691026,Masyn Winn,109,518
691181,Emmanuel Rodriguez,13,37
691182,Adael Amador,10,77
691277,Deyvison De Los Santos,8,25
691406,Junior Caminero,125,677
691594,Javier Sanoja,37,464
691718,Pete Crow-Armstrong,182,702
691720,Kyle Karros,91,450
691723,Coby Mayo,132,437
691728,Zac Veen,28,69
691777,Max Muncy,91,284
691781,Brady House,88,340
691783,Jordan Lawlar,37,124
691785,Marcelo Mayer,48,232
691788,Joe Mack,82,320
691858,Jared Serna,5,16
693304,Nick Gonzales,97,592
693306,Aaron Sabato,1,3
693307,Dillon Dingler,137,594
693409,César Prieto,4,35
694192,Jackson Chourio,130,553
694197,Angel Genao,20,132
694203,Denzer Guzman,72,281
694208,Moisés Ballesteros,76,332
694212,Samuel Basallo,106,399
694249,Cole Carrigg,83,348
694374,Tim Tawa,81,326
694376,Shay Whitcomb,31,108
694378,Jacob Gonzalez,42,219
694497,Evan Carter,112,442
694671,Wyatt Langford,98,447
694673,Abimelec Ortiz,34,131
694728,Brice Matthews,73,230
695257,Billy Cook,20,53
695336,Thomas Saggese,42,162
695391,Brett Harris,11,37
695506,Jac Caglianone,139,531
695578,James Wood,172,602
695600,Carter Jensen,165,580
695657,Colson Montgomery,216,616
695670,Harry Ford,27,111
695681,Christian Moore,41,122
695720,Tommy White,29,182
695731,Braden Montgomery,69,344
695734,Daylen Lile,125,638
696030,Alejandro Osuna,33,225
696100,Hunter Goodman,172,548
696285,Jacob Young,76,459
699024,Leo Bernal,16,79
699115,Carlos Jorge,7,27
699302,Héctor Rodríguez,35,132
699393,Pedro Ramírez,43,245
699912,Jose Fernandez,49,214
700250,Ben Rice,153,641
701162,Ben Malgeri,35,128
701350,Roman Anthony,59,223
701358,Cam Smith,140,542
701398,Sal Stewart,147,673
701538,Jackson Merrill,155,645
701675,Nathan Church,77,452
701678,Hao-Yu Lee,83,340
701807,Carson Benge,136,626
701852,Drew Cavanaugh,46,157
702176,Alan Roden,12,87
702222,Justin Crawford,78,448
702284,Cole Young,104,613
702332,Caleb Durbin,77,566
703155,Lazaro Montes,19,42
703197,Michael Arroyo,5,25
703492,Nick Morabito,12,39
703520,Brett Bateman,34,172
703601,Max Clark,36,184
703607,Henry Bolte,126,445
800050,Chase DeLauter,77,535
800325,Luis Lara,43,195
800543,Josue De Paula,4,38
801126,Brock Rodden,23,71
802139,JJ Wetherholt,98,598
802415,Chandler Simpson,46,597
803011,Sam Antonacci,81,534
804606,Konnor Griffin,78,314
804668,Rafael Flores Jr.,41,147
805300,Jakob Marsee,122,597
805346,Ben Ross,11,19
805367,Chase Meidroth,139,629
805805,Walker Jenkins,17,75
805808,Kevin McGonigle,92,684
805999,A.J. Ewing,119,469
806146,George Lombard Jr.,36,146
806198,Cooper Pratt,45,249
806367,Turner Hill,19,110
806956,Ethan Salas,8,29
807712,Luke Keaschall,86,598
807713,Matt Shaw,33,188
807726,John Peck,14,66
807727,Charles McAdoo,23,95
808959,Munetaka Murakami,188,526
810938,Ben Williamson,51,273
813841,Jonah Cox,58,148
814154,Scott Bandura,11,20
814430,Brett Callahan,23,71
814439,Ryan Waldschmidt,84,282
815589,Bo Davidson,1,4
815873,Sean Keys,20,56
823550,Sung-Mun Song,29,147
