date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_h,season_pa,season_g,pa_g,n_eff,f_bat,f_pit,f_park,h_pa,p,p2,odds_dk,odds_mgm,odds_czr,odds2_dk,odds2_mgm,odds2_czr,fair,fair2,odds_dk_u
2026-08-27,823014,691023,Jordan Walker,St. Louis Cardinals,Baltimore Orioles,1,Trevor Rogers,669432,L,144,556,130,4.28,4.02,1.11,1.02,0.99,0.24544,67.8,25.6,-230,-275,-310,240,200,191,-211,+291,170
2026-08-27,823503,670541,Yordan Alvarez,Houston Astros,New York Yankees,0,Gerrit Cole,543037,R,152,575,131,4.39,4.13,1.13,0.99,0.99,0.24008,67.8,25.8,-210,-235,-295,271,210,205,-211,+288,157
2026-08-27,823581,694192,Jackson Chourio,Milwaukee Brewers,New York Mets,0,Sean Manaea,640455,L,111,442,98,4.51,4.24,1.08,1.01,0.98,0.2344,67.8,25.9,-303,-275,-325,178,185,188,-211,+286,
2026-08-27,823014,676475,Alec Burleson,St. Louis Cardinals,Baltimore Orioles,1,Trevor Rogers,669432,L,147,561,133,4.22,3.97,1.12,1.02,0.99,0.24734,67.6,25.4,-212,-225,,270,240,,-209,+294,158
2026-08-27,824879,518692,Freddie Freeman,Los Angeles Dodgers,Atlanta Braves,0,Chris Sale,519242,L,147,555,129,4.3,4.04,1.13,0.98,1.0,0.23993,67.0,24.9,-187,-175,-225,317,300,260,-203,+302,140
2026-08-27,823179,808982,Jung Hoo Lee,San Francisco Giants,Arizona Diamondbacks,1,Jose Cabrera,703615,R,133,492,121,4.07,3.83,1.14,1.02,0.98,0.24648,66.2,23.8,-264,-295,-320,209,180,184,-196,+320,194
2026-08-27,822694,682928,CJ Abrams,Washington Nationals,Colorado Rockies,1,Gabriel Hughes,687312,R,132,547,127,4.31,4.05,1.07,1.02,1.0,0.2344,66.1,24.1,-364,-300,-325,182,175,181,-195,+315,
2026-08-27,824879,660271,Shohei Ohtani,Los Angeles Dodgers,Atlanta Braves,0,Chris Sale,519242,L,137,564,127,4.44,4.17,1.07,0.98,1.0,0.22751,65.9,24.1,-217,-190,-240,253,280,235,-193,+315,161
2026-08-27,823503,665161,Jeremy Peña,Houston Astros,New York Yankees,0,Gerrit Cole,543037,R,93,358,83,4.31,4.05,1.09,0.99,0.99,0.23245,65.7,23.7,-215,-275,-320,265,195,195,-192,+322,160
2026-08-27,822771,676391,Ernie Clement,Toronto Blue Jays,Kansas City Royals,1,Noah Cameron,702070,L,140,522,130,4.02,3.78,1.14,0.99,1.0,0.24567,65.6,23.1,-213,-220,-265,268,240,220,-191,+333,158
2026-08-27,822771,677951,Bobby Witt Jr.,Kansas City Royals,Toronto Blue Jays,0,Spencer Arrighetti,681293,R,129,508,115,4.42,4.15,1.1,0.94,1.0,0.22496,65.3,23.4,-295,-250,-320,186,200,188,-188,+327,
2026-08-27,823581,668930,Brice Turang,Milwaukee Brewers,New York Mets,0,Sean Manaea,640455,L,124,560,123,4.55,4.28,1.01,1.01,0.98,0.21912,65.3,23.6,-218,-200,-245,259,250,225,-188,+324,162
2026-08-27,823581,661388,William Contreras,Milwaukee Brewers,New York Mets,0,Sean Manaea,640455,L,127,532,123,4.33,4.07,1.06,1.01,0.98,0.22891,65.3,23.3,-266,-250,-320,208,200,181,-188,+329,196
2026-08-27,822694,664983,Jake McCarthy,Colorado Rockies,Washington Nationals,0,Jake Irvin,663623,R,126,466,118,3.95,3.71,1.13,0.99,1.0,0.24414,64.6,22.2,-320,-295,-325,198,175,184,-182,+350,
2026-08-27,823014,802139,JJ Wetherholt,St. Louis Cardinals,Baltimore Orioles,1,Trevor Rogers,669432,L,122,578,128,4.52,4.25,0.99,1.02,0.99,0.21703,64.6,23.0,,,,,,,-182,+335,
2026-08-27,822694,681198,TJ Rumfield,Colorado Rockies,Washington Nationals,0,Jake Irvin,663623,R,131,521,129,4.04,3.8,1.09,0.99,1.0,0.23496,63.9,21.7,-207,-235,-265,267,220,210,-177,+361,155
2026-08-27,822771,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,Kansas City Royals,1,Noah Cameron,702070,L,117,503,119,4.23,3.98,1.04,0.99,1.0,0.22538,63.8,21.9,-224,-235,-320,251,220,198,-176,+357,166
