player_id,name,so,pa
500743,Miguel Rojas,19,192
516782,Starling Marte,41,168
518692,Freddie Freeman,84,517
521692,Salvador Perez,96,480
543510,James McCann,28,117
543760,Marcus Semien,90,410
545121,Ildemaro Vargas,36,378
545341,Randal Grichuk,45,194
547180,Bryce Harper,112,533
553993,Eugenio Suárez,131,367
571448,Nolan Arenado,93,458
571771,Enrique Hernández,8,28
571912,Luke Maile,8,22
571970,Max Muncy,111,430
573262,Mike Yastrzemski,75,312
575929,Willson Contreras,118,464
592518,Manny Machado,113,519
592663,J.T. Realmuto,75,349
593428,Xander Bogaerts,83,470
593871,Jorge Polanco,36,142
595879,Javier Báez,25,136
596019,Francisco Lindor,56,296
596117,Garrett Stubbs,10,46
596146,Max Kepler,28,124
605137,Josh Bell,102,487
605141,Mookie Betts,44,367
605170,Victor Caratini,67,331
606192,Teoscar Hernández,93,345
606466,Ketel Marte,78,519
607208,Trea Turner,115,533
608324,Alex Bregman,88,557
608348,Carson Kelly,56,324
620443,Luis Torrens,43,225
621020,Dansby Swanson,106,458
621438,Tyrone Taylor,35,183
621439,Byron Buxton,93,376
621566,Matt Olson,136,541
622268,Donovan Walton,27,154
622761,Jorge Mateo,42,141
624413,Pete Alonso,129,538
624424,Michael Conforto,65,218
624431,Jose Trevino,20,99
624641,Edmundo Sosa,43,205
630105,Jake Cronenworth,60,280
640459,Brian Navarreto,9,28
641680,Jonah Heim,54,285
641933,Tyler O'Neill,68,243
642086,Dominic Smith,43,279
642201,Eli White,37,161
643217,Andrew Benintendi,87,368
643289,Mauricio Dubón,60,475
643446,Jeff McNeil,44,371
645277,Ozzie Albies,74,530
650333,Luis Arraez,23,520
650402,Gleyber Torres,56,298
650489,Willi Castro,114,420
650490,Yandy Díaz,75,525
650559,Bryan De La Cruz,8,36
650859,Luis Rengifo,42,317
650968,Yohel Pozo,6,49
655316,Andruw Monasterio,55,273
656537,Derek Hill,63,179
656716,Zach McKinstry,51,337
656775,Cedric Mullins,82,405
656941,Kyle Schwarber,180,531
657041,Lane Thomas,84,344
657136,Connor Wong,46,191
657757,Gavin Sheets,82,394
660271,Shohei Ohtani,122,525
660670,Ronald Acuña Jr.,72,317
661531,Brian Serven,7,32
663330,Jahmai Jones,42,130
663457,Lars Nootbaar,47,223
663494,Bryan Torres,25,117
663538,Nico Hoerner,46,537
663586,Austin Riley,153,492
663616,Trevor Larnach,65,371
663647,Ke'Bryan Hayes,37,188
663656,Kyle Tucker,89,479
663743,Nick Fortes,33,274
663886,Tyler Stephenson,86,339
663968,Jake Mangum,69,373
664023,Ian Happ,158,511
664034,Ty France,79,352
664040,Brandon Lowe,152,518
664728,Kyle Isbel,48,217
664761,Alec Bohm,69,487
664954,Brett Sullivan,31,175
664983,Jake McCarthy,71,426
665019,Kody Clemens,101,437
665052,Griffin Conine,56,186
665487,Fernando Tatis Jr.,101,542
665506,Cristian Pache,4,6
665750,Leody Taveras,93,379
665804,Miguel Amaya,51,204
665877,José Fermín,33,258
665923,Esteury Ruiz,52,171
665966,Carlos Narváez,76,228
666018,Jonathan Aranda,121,526
